regon;nazwa;pkd07
55096687000022;SKLEP SPOŻYWCZO-PRZEMYSŁOWY MAŁGORZATA NOWACKA                                                                          ;4711Z
55036882000035;OKRĘGOWA STACJA KONTROLI POJAZDÓW Marek Michalik                                                                        ;4520Z
18053479100026;Przywara Andrzej Przedsiębiorstwo Handlowo- Usługowe ANMAR A. Przywara i M. Przywara                                    ;4778Z
32101326700073;PROSPERITY BARBARA GROENWALD                                                                                            ;5610A
36097739700030;SALA ZABAW PIRAT RYBNIK                                                                                                 ;9329A
14740500700020;Sławomir Komorowski Auto Serwis OMESA                                                                                   ;4520Z
09322496800036;"EWA NIC PHU""EWA""                                                                                                        ";4779Z
12057851300048;ZENON ADAMUS BIURO OBSŁUGI PROJEKTÓW KAPITAŁOWYCH                                                                       ;7490Z
36671165400012;USŁUGI WIELOBRANŻOWE Błażej Szpakowski                                                                                  ;1610Z
36796423900010;AREM Arkadiusz Wołowicz                                                                                                 ;4711Z
53164097800020;CONTI LOGISTIC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ  ODDZIAŁ CZERWONKA-PARCEL                                        ;4941Z
38646216400015;LUŹNO RĘKA Zuzanna Sawczak                                                                                              ;9602Z
10079108500033;"KAFEDEPO MICHAŁ SOBOLEWSKI; wspólnik spółki cywilnej KOF                                                                ";5610A
63153742100013;"JACEK MIKOŁAJEK PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO- USŁUGOWE ""COLORUS""                                               ";4719Z
22191018800026;Przedsiębiorstwo Usługowo Handlowe Judyta Kuźmicz-Glarczyńska                                                           ;4719Z
36073578300010;DOMINIKA WERNIO-KACPRZAK Praktyka psychoterapeutyczna                                                                   ;8690E
14119065200065;Kancelaria Radcy Prawnego Grzegorz Kuligowski                                                                           ;3511Z
08100126100088;RTV media AGD, Sklep BOBAS Marta Siemaszko                                                                              ;4778Z
35144655700113;IGOR ZWINCZEWSKI CENTRUM ZDROWIA RUCZAJ                                                                                 ;4719Z
18056619900035;Oddział Terenowy Radom                                                                                                  ;4791Z
27814207800026;GOSTAL JERZY GOLA                                                                                                       ;3832Z
32084768000039;REINVEST SEBASTIAN KLONOWICZ                                                                                            ;4711Z
21042678800037;EJ JOB EWA JÓŹWIK                                                                                                       ;6820Z
85251339800027;USŁUGI PRZEWODNICKIE NATALIA KOŁODZIEJCZYK                                                                              ;7990A
24134711600048;FIRMA SITKO dr Błażej Sitko                                                                                             ;8551Z
24023853700026;WCISŁO ZBIGNIEW AUTO TECHNIC, HEALTH BEAUTY TECH, DOUBLE TASTY                                                          ;4520Z
21119741000020;"""AFRODYTA-BIS"" JOANNA GROMALA                                                                                           ";9602Z
38382421800012;SIMPLY TRADE WIOLETA TECHMAŃSKA                                                                                         ;4520Z
08006172300068;Żary Drzymały                                                                                                           ;4719Z
93094668000030;"Przedsiębiorstwo Produkcyjno-Handlowo-Usługowe ""MARGO"" Marek Ziółkowski                                                 ";4941Z
19024717300042;"REHABILITACJA ""PEKIN""                                                                                                   ";8690A
38302998100012;Paweł Kańtoch                                                                                                           ;5610A
22172437900025;RES INVESTMENT RAFAŁ SPLITT                                                                                             ;3511Z
38621168600016;WROCMEDICAL WROCŁAW                                                                                                     ;8690E
10134718000023;EWA POGORZELSKA JHM                                                                                                     ;4941Z
14223807100040;ADAM LUDWIŃSKI - WEEVER.PL                                                                                              ;4779Z
27180966800109;FOJCIK JERZY PROSAT                                                                                                     ;6820Z
27149927400034;FIRMA HANDLOWO - USŁUGOWO - TRANSPORTOWA Langner Zbigniew                                                               ;4711Z
00835371000068;Zakład Handlowo Usługowy Przemko Przemysław Jacniacki                                                                   ;4931Z
43058828500048;"WOŚ ROMAN FIRMA "" RODEX ""                                                                                               ";4120Z
02101126600020;MARIOLA CHRZANOWSKA                                                                                                     ;8690C
00810146200043;"Zakład Telewizji Kablowej ""Tele - Kab""                                                                                  ";6190Z
14115327200038;KIAMO Sandeep Moti Chhugani                                                                                             ;4791Z
63425340500237;FIELMANN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ ODDZIAŁ W GDYNI                                                        ;4778Z
87166562400026;EM-MED EMANUEL SMOKTUNOWICZ                                                                                             ;8690A
43045263403630;STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                       ;4711Z
36637079100017;Sushi Maestro Michał Ilis                                                                                               ;5610A
02151332900020;MACIEJ DRELICHOWSKI                                                                                                     ;5610B
38653810500025;KAROL KONICZUK                                                                                                          ;4711Z
75008512200020;PPHU ELMAR MAREK SOBCZYŃSKI                                                                                             ;4778Z
63452370900027;KRIOMEDICA POZNAŃSKIE CENTRUM REHABILITACJI I ODNOWY BIOLOGICZNEJ NZOZ                                                  ;8690A
47303076000091;WITOLD KAWCZYŃSKI WYNAJEM NIERUCHOMOŚCI NA WŁASNY RACHUNEK                                                              ;6820Z
36548371900010;FIRMA HANDLOWO-USŁUGOWA KATARZYNA PAŁUCKA                                                                               ;5610A
35123968600039;BARTŁOMIEJ KOZAKIEWICZ ACTIV SERVICE                                                                                    ;4779Z
61137374500035;FIRMA HANDLOWO-USŁUGOWA MARIUSZ KACZMAREK                                                                               ;4511Z
27803575000039;NOSTALGIA ALEKSANDRA SCHMIDT                                                                                            ;4779Z
26016524800070;Agnieszka Chmielewska INWESTOR                                                                                          ;6619Z
36665722200012;mr                                                                                                                      ;9602Z
36201241600024;SEMPLICE Urszula Gala                                                                                                   ;6820Z
71046414100071;"ZBIGNIEW WIESŁAW CHABERSKI FIRMA HANDLOWA ""CHARPOL""                                                                     ";6820Z
36648258000031;FIRMA WIELOBRANŻOWA ANNA SZAŁAJ                                                                                         ;4941Z
25100720000024;GOLSTAL Jacek Golanowski                                                                                                ;3311Z
36680685700024;Daria Jarguz                                                                                                            ;5610A
36795572000018;SMAKER ŁUKASZ ŚREDNICKI                                                                                                 ;4719Z
01222895200051;Sklep Spożywczo-Przemysłowy Waldemar Gołębiewski                                                                        ;4711Z
38223672600018;Podkarpacka Agencja Bezpieczeństwa Biznesu MAAT Joanna Hajnus                                                           ;6499Z
30170305900027;MECHANIKA POJAZDOWA MIREX-CAR MIROSŁAW JANKOWSKI                                                                        ;4520Z
31156192400027;Sklep Wielobranżowy Szczap Mariusz                                                                                      ;4719Z
36284538100013;Europejski Ośrodek Badań i Ochrony Ziemi Kazimierz Ręba                                                                 ;6820Z
14162607800028;"Jacek Koblak ""Wgniotek""                                                                                                 ";4520Z
14166613200020;ZA KULISAMI                                                                                                             ;5610A
67053067300028;Przedsiębiorstwo TON-POL Małgorzata Stankiewicz                                                                         ;6820Z
14625126900020;"Sala Bankietowa ""NA TRAKCIE"" Andrzej Szenajch                                                                           ";5610A
13095641000026;PALK-ART DESIGN Maciej Palkowski                                                                                        ;6831Z
43127301700040;"IMPORT ZONE GRZEGORZ KUŚMIERCZYK; Grzegorz Kuśmierczyk wspólnik spółki cywilnej HELSKIE WAKACJE                         ";5610A
95114496100127;Oliwki etc Marcin Gonder                                                                                                ;4711Z
32038732700021;"USŁUGOWY ZAKŁAD OGÓLNOBUDOWLANY ""DACH-MAX"" WOJCIECH KĘCIŃSKI                                                            ";4789Z
24064409400020;FALARZ TERESA USŁUGI TRANSPORTOWE                                                                                       ;4941Z
08106531500021;Das Auto Mateusz Gumowski                                                                                               ;4511Z
53096536500090;MAT- BUD Matylda Mojzyk                                                                                                 ;4711Z
01643134800061;KAT-POL PAWEŁ MAĆKOWIAK                                                                                                 ;4941Z
34141610400035;ACTIV Bartosz Podsiadły Usługi Fizjoterapeutyczne                                                                       ;8690A
24300956000027;"F.H.U. ""MAZUREK"" USŁUGI PIELĘGNIARSKIE KRYSTYNA MAZUREK                                                                 ";8690C
38225587600010;NASZA MODA PAWEŁ GÓRSKI                                                                                                 ;4779Z
28142002300025;Alicja JerominX-RAD                                                                                                     ;8690E
28137129900023;EXPERIENCE S.C. BARTOSZ JELIŃSKI, MATEUSZ BARTKOWSKI                                                                    ;4719Z
28137129900030;EXPERIENCE S.C. BARTOSZ JELIŃSKI, MATEUSZ BARTKOWSKI                                                                    ;4719Z
97065022100035;Market Plus-Usługi Finansowe-Żródła Energii Odnawialnej-Sklep Spożywczy Plus - Jarosław Podyma ECO-WOOD JAROSŁAW PODYMA ;4711Z
36886880000016;PROSPER HOME NATALIA BOJDA                                                                                              ;9602Z
10137046300026;PUB AMSTERDAM                                                                                                           ;5610A
36101508000015;DETAILING  Rafał Gołaszewski                                                                                            ;4520Z
38569921400017;Gabinet Psychoterapii Eliza Kordońska-Lulek                                                                             ;8690E
38569262000016;"AUTO SERWIS ""REJCHANIK"" - DAWID REJCH                                                                                   ";4520Z
81240146600029;Indywidualna Praktyka Pielęgniarska Elżbieta Bas                                                                        ;8690C
30176691800054;EURA DONER, Pokoje Na Brackiej Tomasz Gozdawa-Dydyński                                                                  ;5610A
02116608100020;"SZEWC ADAM ""DRE-SZEW"" s. c. Szewc Adam, Szewc Wojciech, Szewc Tomasz                                                    ";1623Z
38607477500010;Przedsiębiorstwo Handlowo-Usługowe Renata Woźniewska                                                                    ;4711Z
97811293100027;VIOLETA ŻELASKOWSKA                                                                                                     ;5610A
81260904300033;Biuro Handlowe                                                                                                          ;4791Z
36702297400067;JM Company Judyta Młynarczyk                                                                                            ;6820Z
53242870800060;"Elżbieta Bezak ""BZYK""                                                                                                   ";4781Z
36407048700027;BAR ZACISZE, BAR DWORCOWY S.C.  MĄCZKA DOROTA                                                                           ;4711Z
36988800500010;"""ANIA"" Quoc Huong Nguyen                                                                                                ";5610A
02042139300082;BARTOSZ BŁASZCZYK                                                                                                       ;6820Z
47324509200025;"DOMINIKA LEWANDOWSKA ""DOMINIKA""                                                                                         ";9602Z
01736473700041;USŁUGI FRYZJERSKIE KATARZYNA NOŻYŃSKA                                                                                   ;9602Z
10141580000056;PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE EKOINŻBUD ŁUKASZ STĘPIEŃ                                                 ;4211Z
36861177300019;Pomoc Psychologiczna i Psychoterapia Anna Ptaszyńska                                                                    ;8690E
36000502700027;Szpital Kliniczny im. Heliodora Święcickiego Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu              ;8690C
17035620000042;TRANSPORT CIĘŻAROWY, KUPNO i SPRZEDAŻ MATERIAŁÓW BUDOWLANYCH Radosław Kamecki                                           ;4941Z
93077158800069;USM WROCŁAW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                     ;4719Z
32151039100041;Magdalena Pawlukowska                                                                                                   ;4791Z
36560685000012;Sklep internetowy Kubolek.pl Tomasz Nowak                                                                               ;4791Z
38557885800054;Julia Pelczyk                                                                                                           ;6820Z
01133886800033;ARTYKUŁY SPOŻYWCZE Wiesława Wujakowska                                                                                  ;4711Z
12108521500057;GABRIELA SZNAJDER REHABILITACJA                                                                                         ;8690A
87107160000029;Zakład Fryzjerski Joanna Jabłońska                                                                                      ;9602Z
83033732300030;"P. H.U. ""GRYF"" RAFAŁ KOTWICA                                                                                            ";4531Z
34120529300040;SH ART Studio Fryzjerskie                                                                                               ;9602Z
38410635300014;MEDICO DAWID LIPCZAK                                                                                                    ;8690E
30000748700030;"""TRAVEL STYLE"" DOROTA KAWSKA                                                                                            ";7911A
38070235400015;MARLENA KŁOS INTERIORS                                                                                                  ;7410Z
00102754400063;BIBLIOTEKA PUBLICZNA GMINY PRZEWORSK FILIA W STUDZIANIE                                                                 ;9101A
30084965400024;"""PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE JOANNA WIERZBICKA""                                                                  ";4711Z
28021126300020;WALDEMAR KOMSTA - USŁUGI BRUKARSKIE I BUDOWLANE                                                                         ;4211Z
36028113500014;Magdalena Łuczyńska - MALUSZEK SZKOŁA RODZENIA                                                                          ;8690C
63054678300290;"JERZY KRIEGER ""CHEMIK LAK""                                                                                              ";6820Z
10132918200038;KWIECIEŃ AGNIESZKA KWIECIEŃ                                                                                             ;6820Z
36132582800024;Adiet Gabinet dietetyczny Anna Kalska                                                                                   ;8690E
26045308800029;LED AD ELEONORA ZIELONKO                                                                                                ;5610A
00350454000254;"NOWAKOWSKI JACEK ""HURTOFARM""                                                                                            ";6820Z
93077158800044;USM WROCŁAW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                     ;4719Z
33135296100028;ZBIGNIEW KAMIŃSKI LOGOS                                                                                                 ;6619Z
34038057400021;FIRMA KA DAR KRZYSZTOFA BOBULSKA                                                                                        ;4520Z
30079443300032;GALERIA MEBLI STYLOWYCH Karol Tomoś                                                                                     ;4759Z
24261149500020;TOMKI TRANS USŁUGI TRANSPORTOWE MARCIN TOMKOWICZ                                                                        ;4941Z
59050772700032;HUTA SZKŁA FENIKS SYLWESTER RENASIK                                                                                     ;6820Z
06155572700040;Gabinet Nowoczesnej Kosmetyki - Joanna Fedorczuk                                                                        ;9602Z
36808929400023;IRENE IRENA JANKOWSKA                                                                                                   ;5610B
51019365900035;"SŁAWOMIR KACZMARCZYK PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""MASTER -SPARK"" USŁUGI ELEKTRYCZNE I BUDOWLANE      ";8551Z
29266927700034;1.ERNEST JARCZYŃSKI WSPÓLNIK SPÓŁKI CYWILNEJ K. T. MOTORS 2.ERNEST JARCZYŃSKI WSPÓLNIK SPÓŁKI CYWILNEJ M PREMIUM 3.AROI ;6831Z
19310896300021;1. DOMINIK ZAGLANICZNY - REHABILITACJA FUNKCJONALNA 2. VITALMED CLINIC DOMINIK ZAGLANICZNY wspólnik spółki cywilnej     ;8690A
01518617700022;1. F.H.U. STOCK HANDEL KONRAD MOCARSKI 2. GALERIA D&K OUTLET S.C.                                                       ;4791Z
38578143000012;MAŁGORZATA BRZÓZKA BM INVEST                                                                                            ;6820Z
14698863300024;CADDIS - SPÓŁKA CYWILNA ANNA WNĘKOWICZ, ADAM WNĘKOWICZ, ANTONI WNĘKOWICZ                                                ;4791Z
24361944100028;DAWID PIOTROWSKI REHABET                                                                                                ;7739Z
36556921400015;"PHU ""Magber"" MAGDALENA BERES                                                                                            ";4791Z
32071944000037;Diana Zielińska Ads Luna                                                                                                ;9602Z
36002123300010;PROTIV Maciej Parzych                                                                                                   ;4511Z
57084658600078;"FIRMA HANDLOWA ""TEDI"" TADEUSZ KLOCEK                                                                                    ";5610A
38568881900014;FIRMA HANDLOWA EWELINA CYMANOWSKA                                                                                       ;4711Z
01233055000030;WEGA DARIUSZ WYSZCZELSKI                                                                                                ;4791Z
33041014200035;WYNAJEM APARTAMENTÓW ZBIGNIEW MURACKI                                                                                   ;6820Z
36336674800026;MICHAŁ SEMCZUK FUTURE PRINT                                                                                             ;1812Z
10169708100026;RehaTrainer                                                                                                             ;8690A
06154968400022;WORTA Paweł Staniszewski                                                                                                ;4799Z
38565202300014;"FIRMA USŁUGOWO HANDLOWA ""KATECH"" JAKUB KAMIŃSKI                                                                         ";3312Z
02154128300039;"""WielkoLÓD"" RAFAŁ ZEP                                                                                                   ";5610A
27117243200059;"ADAM ANIOŁ FIRMA PRYWATNA ""A&A""                                                                                         ";6820Z
38032349600013;Salon Indigo & Posh Lashes Ewelina Łydka                                                                                ;9602Z
36969280000022;Lody Dudek Małgorzata Dudek                                                                                             ;5610A
06058041000081;RADKO EWA                                                                                                               ;8690C
35626455900036;PIOTR DANKIEWICZ S.M.C.                                                                                                 ;9003Z
24367386000031;"P.R.B. ""ŁAGOSZ"" ANNA ŁAGOSZ                                                                                             ";9602Z
18026303300031;"NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ GABINET MASAŻU I REHABILITACJI ""BIO-MED""                                          ";8690A
14019030200026;MICHAŁ SKOTNICKI                                                                                                        ;6820Z
14667949300022;ELWIRA ŚWIDEREK USŁUGI FOTOGRAFICZNE                                                                                    ;7420Z
43045263406819;STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                       ;4711Z
43117512500064;MAŁGORZATA SADOWSKA JAŚMINOWY SAD                                                                                       ;4789Z
55039480000044;P.P.H.U. Dariusz Świder                                                                                                 ;1610Z
47226035600027;HERBAS ADAM SZOT                                                                                                        ;4781Z
10057354300023;"""REMIX"" S.C. KRZYSZTOF MARCINIAK, DARIUSZ MARCINIAK                                                                     ";5610A
12002429800028;"Gielas Iwona KEBAB  ""BARBADOS""                                                                                          ";5610A
35115995800050;MARIAN JESIEŃ MARJES ART                                                                                                ;9003Z
36111049900016;PERFEKT STUDIO Aleksandra Szymska                                                                                       ;9602Z
00102754400088;BIBLIOTEKA PUBLICZNA GMINY PRZEWORSK FILIA W GORLICZYNIE                                                                ;9101A
41145465100236;WALDEMAR ZAWIDZKI WAYKIKI w spadku                                                                                      ;5610A
81264567100186;WYNAJEM NIERUCHOMOŚCI IRENA ŁUKOMSKA                                                                                    ;6820Z
01135031000053;Waldemar Głuchowski FALON-TECH                                                                                          ;4643Z
36111804100019;Stajnia Mazańcowice Jazda Konna Anna Kłaptocz                                                                           ;8551Z
38569766900017;LUKAS ROBOTY ZIEMNE ŁUKASZ BABIARZ                                                                                      ;4312Z
05225507600020;Janusz A. Kumpiecki PRYWATNA PRAKTYKA PIELĘGNIARSKA JANINA                                                              ;8690C
18110006600059;"""NA ZDROWIE"" EDYTA WYSTĘPEK                                                                                             ";4711Z
38206092500056;MIG Grzegorz Filek                                                                                                      ;6820Z
13087582900052;LIM STUDIO ANNA ŻYCIEŃSKA                                                                                               ;9602Z
67193431000031;"""BAR KĘS"" Mulak Jerzy                                                                                                   ";4711Z
05010401900047;Gabinet Stomatologiczny Zuzanna Cwanek                                                                                  ;9329Z
14626218400020;JERRY Dorota Kędziorek                                                                                                  ;4520Z
13024909000032;ANNA WOJDOWSKA USŁUGI FRYZJERSKIE                                                                                       ;9602Z
05055598600050;"Przedsiębiorstwo Handlowe ""KALMAR"" Wioletta Tołwińska-Sala                                                              ";8690C
05055598600122;Gabinet Pielęgniarskiej Opieki Długoterminowej w Węgrowie                                                               ;8690C
47312366700039;P.H.U. AS-GAZ (s.c) Jarosław Sieczkowski                                                                                ;4520Z
81052738700030;"DELIKATESY ""ALA""  WALDEMAR BOGUSŁAW BANDURA                                                                             ";4778Z
36066700100022;BESTUM ANNA CZURA                                                                                                       ;4941Z
32071522800054;EVENT-BAR MICHAŁ ŁOZIŃSKI                                                                                               ;5610A
26042050000131;INHO NIERUCHOMOŚCI MARCIN SENDORSKI                                                                                     ;9602Z
28162764600021;Pierwsze Niepubliczne Przedszkole Terapeutyczne ''Zaczarowany Ogród''                                                   ;8510Z
36407803000018;CT-24 Janina Cichal                                                                                                     ;8121Z
27015016700313;"SPZLA W KATOWICACH ""MOJA PRZYCHODNIA"" -ZAKŁAD USŁUG ZDROWOTNYCH VITA BENE                                               ";8690E
27359515400021;"""ZAKŁAD PIELĘGNACYJNO-OPIEKUŃCZY NADZIEJA""                                                                              ";8690E
36436661500022;WOJCIECH KORBELA GABINET FIZJOTERAPII I DIETETYKI                                                                       ;8690A
73165722800086;MARVID MARCIN CZAPLICKI Dane kontaktowe                                                                                 ;4941Z
00484521400043;PRZEDSIĘBIORSTWO HANDLOWO - USŁUGOWE Kaszubkiewicz Eugeniusz                                                            ;4711Z
36847580900012;GRZEGORZ KIECZ Transport                                                                                                ;4941Z
38489827100010;TAMA PROFI - ŁUKASZ WRÓBLEWSKI                                                                                          ;4791Z
38599280700015;TOP WŁOS ANNA KOSEWSKA                                                                                                  ;9602Z
11067265100021;"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""ROBI"" WOLAK ROBERT                                                                  ";4719Z
12181471400037;Cogito Ergo Move                                                                                                        ;8690A
30110019000048;KWIACIARNIA EWKA KONEWKA EWA OSTROMECKA                                                                                 ;4638Z
36217102000018;TRUBIT KAMIL CZERNUSZEWICZ                                                                                              ;6311Z
10090206000052;"1. BIURO PODATKOWE TOMASZ SZCZEPAŃSKI 2. DELIKATESY RYBNE ""ZŁOTA RYBKA"" S.C.                                            ";6820Z
38566517800030;KAMILA LEBIEŻYŃSKA-REĆKO                                                                                                ;4779Z
35712413900038;Mateusz Bieńkowski RRT                                                                                                  ;4520Z
31012382000020;MB AUTO JERZY SKĄPSKI                                                                                                   ;4520Z
83136384800092;DELIKATESY PREMIUM                                                                                                      ;4711Z
53090576500032;"Ryszard Szpiech ""REN-CAR""                                                                                               ";5610A
53090576500057;"Ryszard Szpiech ""REN-CAR""                                                                                               ";6820Z
06038659900040;BIURO SPRZEDAŻY                                                                                                         ;6831Z
07215037300135;"Agnieszka Jurek ""LISIA""                                                                                                 ";4719Z
08116679500046;Lokalko Kamil Szczanowicz                                                                                               ;4711Z
12240948200068;Niepuliczbne Przedszkole  Muzyczne Bajkowy Dom                                                                          ;8510Z
15155983601309;PORADNIA LOGOPEDYCZNA W NAMYSŁOWIE                                                                                      ;8690E
27822602000033;USŁUGI REMONTOWE ROBERT GRAMULA                                                                                         ;4339Z
05059550800022;ECKOWOOD - Jan Danilecki                                                                                                ;1629Z
10021972900068;Akcjum-Finanse Marcin Ciszewski                                                                                         ;5610A
38287855400016;TOMASZ ŹRÓDŁOWSKI - CREATIVE GASTRONOMY                                                                                 ;8299Z
35109991400021;Andrzej Zięba Usługi Remontowo - Budowlane                                                                              ;4120Z
24137845300025;IC - CZĘŚCI SAMOCHODOWE PIOTR HAMPEL                                                                                    ;4531Z
14121653500024;"Goliaszewski Sławomir ""Mat POL"" Usługi ogólnobudowlane                                                                  ";4399Z
36650430000013;KAMIL RASIŃSKI                                                                                                          ;7410Z
08050392500060;Sklep Ogólnospożywczy DAREN 1 Dariusz Kowalski                                                                          ;4711Z
83006777000053;"PPHU ""ŁĘTOWSKA"" Maria Łętowska                                                                                          ";8299Z
02238337200031;"Studio Urody ""Pretty Woman"" Katarzyna Kobiałka                                                                          ";9602Z
89011900000045;"1. JARCARS JAROSŁAW BUSZKA 2. ""TECH-DOM"" JAROSŁAW BUSZKA wspólnik spółki cywilnej                                       ";4511Z
30060514200034;SALONIK URODY EL-KA                                                                                                     ;9602Z
38583178300016;Agnieszka Wychowaniec Projekt                                                                                           ;1413Z
27326853800024;F.H. AKTYW S.C. DANUTA JACEK, ROBERT JACEK                                                                              ;4711Z
35142802200040;"URSZULA MIECHOWSKA ""ULEX""                                                                                               ";4782Z
06058041000114;RADKO EWA                                                                                                               ;8690C
55033994200029;Lidia Sobolewska Sklep Spożywczo-Przemysłowy                                                                            ;5610A
36974223000010;ALLTECH KOSTRZEWA KRYSTIAN                                                                                              ;4312Z
47327833500036;FILIP CZUBAK                                                                                                            ;7490Z
17014369600041;"JERZY GĄSECKI P.H.""MINI MAX""                                                                                            ";4778Z
81264567100219;WYNAJEM NIERUCHOMOŚCI IRENA ŁUKOMSKA                                                                                    ;6820Z
71046414100064;"ZBIGNIEW WIESŁAW CHABERSKI FIRMA HANDLOWA ""CHARPOL""                                                                     ";6820Z
06072630000034;"Can Engin ""Can - IKRA"" Kebab Bodrum                                                                                     ";5610A
24069723900028;GUF EKSPERT MARCIN BULA                                                                                                 ;4519Z
27787111900050;KATARZYNA MARIA POLOCZEK                                                                                                ;4778Z
15139546400117;PPHU WEMO-GROUP MARIUSZ MALIGŁÓWKA                                                                                      ;2222Z
00103056900020;OŚRODEK SPORTU I REKREACJI,GOSTYŃ                                                                                       ;9311Z
27755471000074;INSTAL-MET WOJCIECH NOWROT                                                                                              ;4719Z
38457404800011;WM-SERWIS Walenty Maciołek                                                                                              ;4511Z
01618373200040;EKO-BUILD ZBIGNIEW KOZŁOWSKI                                                                                            ;5210B
83043186100020;Handel hurtowo-detaliczny art. przemysłowymi Janina Wilk                                                                ;4789Z
36218727400030;PIGAR PIOTR GARCARCZYK                                                                                                  ;4719Z
36754512300018;Auto Zacisze MARCIN GÓRALCZYK                                                                                           ;4520Z
12318837900023;Zuzanna Ostafin OM-KA                                                                                                   ;8690D
14106682800035;Agnieszka Żemaitis Biuro Nieruchomości                                                                                  ;6831Z
35677327800056;"JACEK ZIĘBA FIRMA HANDLOWO USŁUGOWA ""RAVEN""                                                                             ";4711Z
33047007800030;ROBERT MILANOWSKI FIRMA HANDLOWO-USŁUGOWA                                                                               ;4719Z
35657813400027;HANDEL OBWOŹNY ART.PRZEMYSŁ.I MEBLAMI IMPORT-EXPORT MOSKAŁA GRZEGORZ                                                    ;4789Z
63958594500039;Labolatorium Analiz Lekarskich Ewa Zarzyńska                                                                            ;8690E
38235855300025;"""HOT OR NOT"" SEBASTIAN GRYT                                                                                             ";5610A
35138976000024;Beata Kicińska PRACOWNIA PSYCHO-EDUKACYJNA   ALPINA SERWIS                                                              ;8690D
14196332100024;"CENTRUM REHABILITACJI FUNKCJONALNEJ ""AGA-MED"" AGNIESZKA KALUPA                                                          ";8690A
38253024200014;Przedsiębiorstwo Handlowo Usługowe JOVIX Adam Kurpiewski                                                                ;4719Z
01191245100035;1. JACEK WIELOGÓRSKI 2. SARGENT BUS JACEK MAŁGORZATA WIELOGÓRSCY S.C.                                                   ;4939Z
14128529800020;SKS Urszula Sarnecka                                                                                                    ;4791Z
06034277400093;"""ŚWIAT ROZRYWKI"" PAWEŁ KLASURA                                                                                          ";4799Z
30148698100020;BP INWEST BARTOSZ SZYMANKIEWICZ                                                                                         ;4711Z
18023735000089;Medorto                                                                                                                 ;8690A
14613687000036;Road Care Ewelina Jabłońska                                                                                             ;4211Z
14625793500024;BEATA KOWALCZYK GABINET PSYCHOLOGICZNO - TERAPEUTYCZNY                                                                  ;8690E
14085146500025;COMPOTEC - MARCIN KRUGŁY                                                                                                ;2221Z
38610726200018;JEŻYCKIE CENTRUM ZDROWIA PSYCHICZNEGO                                                                                   ;8690E
36173812800015;Mateusz Król                                                                                                            ;4520Z
63078813800022;ANNA SOBASZKIEWICZ-LESIŃSKA                                                                                             ;8510Z
25096765900033;PRZEDSIĘBIORSTWO USŁUGOWE - JAROSŁAW OLBRICH                                                                            ;0162Z
91133226300099;"PPHU ""KRES"" Dariusz Deicki                                                                                              ";3514Z
36502567800013;L&M Services Łukasz Kryński                                                                                             ;9602Z
39036355900072;Sklep Spożywczo-Przemysłowy DANUTA STUDZIŃSKA                                                                           ;6820Z
59035911000030;Sklep AGRO                                                                                                              ;4719Z
08049514300184;Zakład Usług Pielęgniarkich Medycyny Szkolnej                                                                           ;8690C
36422782000017;SPINETICS CENTRUM ZDROWEGO KRĘGOSŁUPA                                                                                   ;8690A
36669959700014;Modern Interiors Łukasz Bohorodzicz                                                                                     ;4339Z
06049426000027;Alicja Golan INTERIORS                                                                                                  ;7410Z
53090576500040;"Ryszard Szpiech ""REN-CAR""                                                                                               ";6820Z
57007920100039;"Przedsiębiorstwo Usługowo-Handlowe ""MAG"" Longina Kaniewska                                                              ";5210B
27256290000089;"Szyszka Iwona FIRMA HANDLOWO-USŁUGOWA ""AS""                                                                              ";4711Z
38547266300014;Fizjoterapia Katarzyna Skóra                                                                                            ;8690A
12017991900039;Anna Fita Nail Bar                                                                                                      ;9602Z
24115000000032;"JAKUB MARZEC PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE ""KUMAR""                                                     ";4719Z
00102754400031;BIBLIOTEKA PUBLICZNA GMINY PRZEWORSK FILIA W ŚWIETONIOWEJ                                                               ;9101A
00102754400049;BIBLIOTEKA PUBLICZNA GMINY PRZEWORSK FILIA W UJEZNEJ                                                                    ;9101A
24142699100025;VENTUS ADAM PTAK                                                                                                        ;7490Z
38567749000013;ASH-LENS TOMASZ POPIOŁEK                                                                                                ;8690E
