regon;nazwa;pkd07
14221350400023;PRZEDSIĘBIORSTWO PRODUKCYJNO HANDLOWO USŁUGOWE ANETA CZAPLICKA                                                          ;5610A
27259836300036;"POCIĘGIEL MARIUSZ ""RENMAR"" PRZEDSIĘBIORSTWO WIELOBRANŻOWE  MARIUSZ POCIĘGIEL                                            ";4719Z
31024349300024;"""ELSTACH"" Usługi Elektryczne, Ślusarskie Handel  Chmiel Stanisław                                                       ";4719Z
30240639800020;DANIEL DOLATA HANDEL OBWOŹNY                                                                                            ;4782Z
22015248400033;ŁÓDŹ RYBACKA UST 119 ELŻBIETA WAŃTUCHOWICZ                                                                              ;4520Z
71038785400036;GOSPODARSTWO ROLNE JACÓRZYŃSKI JANUSZ                                                                                   ;0149Z
81177298200036;"""FOLL-TRANS"" KRYSTYNA FOLLENDORF,JERZY FOLLENDORF                                                                       ";4520Z
37083248400010;"GOSPODARSTWO PSZCZELARSKIE ""MAGURA"" MARIA I JAN MROCZKA                                                                 ";0149Z
36343538900016;Maxigo Joanna Kowalczyk                                                                                                 ;5610B
39092838100026;FIRMA USŁUGOWO-HANDLOWA ABC-BEMBENIKELŻBIETA BEMBENIK                                                                   ;4941Z
53158548100029;"Sklep Spożywczo - Przemysłowy ""MINUS"" Edward Kondys                                                                     ";4711Z
14614991500038;Kacper Borucki Tennis Solutions                                                                                         ;9311Z
63047705900018;HANDEL ARTYKUŁAMI OGÓLNOSPOŻYWCZYMI NOWAKOWSKA ARLETA                                                                   ;4781Z
12290422400022;"Anna Sromek FHUP - ""AS""                                                                                                 ";1413Z
29286048900075;"""CRISS"" KRZYSZTOF KAMIZELA                                                                                              ";6499Z
53238755300022;"Firma Usługowo - Handlowa ""MI - TRANS"" Michał Chomiakowski                                                              ";4520Z
34091970200025;Kołodziejska Dorota DOROTY Pracownia Krawiecko Hafciarska                                                               ;1413Z
51074689700061;FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA ''STABIŃSCY'' PAWEŁ STABIŃSKI                                                       ;1610Z
91016314300028;"""PEWNE AUTA"" - WALDEMAR KOWALSKI                                                                                        ";4511Z
24030417400041;KNS Finanse Katarzyna Nowakowska-Struzik   (KNS Finanse)                                                                ;6619Z
32066137200022;PROMO-GUM PIOTR GĄSIOROWSKI                                                                                             ;4520Z
36223861700013;MANIA Magdalena Łyżwa                                                                                                   ;1392Z
07232920900024;GMINNA BIBLIOTEKA PUBLICZNA FILIA PIELGRZYMOWICE                                                                        ;9101A
36132202000018;Marcin Stoces                                                                                                           ;5610A
24297158400022;Rozkosz Moto-Serwis Tomasz Rozkosz                                                                                      ;4520Z
30055941300085;MORI ANNA PAWLAK                                                                                                        ;4941Z
17009033300040;PHU Mirosław Zelmański                                                                                                  ;4799Z
45071602300055;"Przedsiębiorstwo Wielobranżowe""WORPOL"" Piotr Worosilak                                                                  ";4941Z
12089548400020;DOM-MED                                                                                                                 ;8690C
14183966700039;Oskar Kurbieko                                                                                                          ;8690C
04002224600220;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CARITAS DIECEZJI GLIWICKIEJ STACJA OPIEKI W LUBLIŃCU                              ;8690A
04002224600237;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CARITAS DIECEZJI GLIWICKIEJ STACJA OPIEKI W MIASTECZKU ŚLĄSKIM                    ;8690A
04002224600316;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CARITAS DIECEZJI GLIWICKIEJ STACJA OPIEKI W WIELOWSI                              ;8690A
04002224600323;NIEPUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ CARITAS DIECEZJI GLIWICKIEJ STACJA OPIEKI W ZABRZU                                ;8690A
01684427000094;Restauracja Zagłobianka                                                                                                 ;5610A
35675542900032;SPACE IN TOMASZ MIKA                                                                                                    ;6831Z
36170216500010;multitrener Bartosz Groffik                                                                                             ;8551Z
36204818200014;Usługi Transportowe Bożena Sawicka                                                                                      ;4941Z
31115254500022;TAKSÓWKA OSOBOWA - PAPIERSKI LECH                                                                                       ;4932Z
36215545200015;TST Bartosz Olichwir                                                                                                    ;5610A
19025120000020;"USŁUGI TRANSPORTOWO-HANDLOWE ""MEGA-TON"" Mirosław Stenka                                                                 ";4941Z
36357802500018;FitVision Trening Personalny MICHAŁ JĘDRZEJEWSKI                                                                        ;8551Z
25091544400073;INVEST-LAND Mohamad Al-Ahmad                                                                                            ;6820Z
15036114400026;"FIRMA HANDLOWA ""EWA""                                                                                                    ";4781Z
36164861000016;USŁUGI FIZJOTERAPEUTYCZNE ANNA PIASECKA-CZARNAK                                                                         ;8690A
36134779300019;CORNELUS CLINIC                                                                                                         ;8690A
73162590300074;"Artur Świegocki ""ARTI""                                                                                                  ";4711Z
20078489200037;AUTO KOMIS AVANT Adam Madaj                                                                                             ;4511Z
14572240700020;Machinarium Anna Malesińska                                                                                             ;7410Z
89112454500034;Firma Handlowo Usługowo Budowlana Jacek Wiśniowski                                                                      ;4511Z
30106269500049;Renata Schedler RENMAR                                                                                                  ;4711Z
77163599700050;Niepubliczne Przedszkole Montessori Miastko                                                                             ;8510Z
63096377100046;BUDMAX Kompleksowe Usługi Budowlane Leszek Hemmerling                                                                   ;4120Z
47130717900013;"""ELWIRA"" PRZEDS.PROD.HANDL.USŁUGOWE KONFEKCJA DAMSKA  BEDNARSKI ZBIGNIEW                                                ";1413Z
69116471700082;PEDAGOGICZNA BIBLIOTEKA WOJEWÓDZKA W RZESZOWIE FILIA W SĘDZISZOWIE MAŁOPOLSKIM                                          ;9101A
87110532200030;USŁUGI PIELĘGNIARSKO - MEDYCZNE ELŻBIETA WOLFF                                                                          ;8690C
93152716900046;WÓJCIK JAN PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE                                                                        ;3299Z
36219083300010;JOKUS Łukasz Kusal                                                                                                      ;4941Z
22104817400026;HPU MARCIN LINEK                                                                                                        ;6311Z
07062826700052;"Firma Handlowo-Usługowa ""CZAR""  Paluch Marcin                                                                           ";9329Z
05063852500020;15 group Wojciech Kumycz                                                                                                ;4711Z
32083722700028;SANWILL ŁUKASZ PAWŁOWSKI                                                                                                ;5210B
01266004600024;GRILL BAR BOSTON PORT MACIEJ SZCZYKUTOWICZ                                                                              ;5610A
69052570000010;"""WMW"" S.C.MACIEJ I WITOLD GORZELANY                                                                                     ";4643Z
07075101600033;MAREK CZYŻ MALMAR                                                                                                       ;5610A
30141216100020;PHU MIROSŁAWA MAJUSIAK                                                                                                  ;6820Z
07236279600027;MIEJSKA BIBLIOTEKA PUBLICZNA W STRUMIENIU - FILIA W PRUCHNEJ                                                            ;9101A
07236279600041;MIEJSKA BIBLIOTEKA PUBLICZNA W STRUMIENIU - FILIA W ZBYTKOWIE                                                           ;9101A
22067990300020;KATARZYNA KIJANKA, K-COSMETICS                                                                                          ;9602Z
09251896900030;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA JOLANTA MILER-SOWIŃSKA                                                              ;8690C
14205500500024;KANSY DOMINIK  D.K.                                                                                                     ;8690A
97802894600053;FIRMA WERONIKA DARIUSZ KAMIŃSKI                                                                                         ;4791Z
36118442800014;1. WŁODZIMIERZ PIŁACIŃSKI WSPÓLNIK SPÓŁKI CYWILNEJ PROMA 2. PROFI WŁODZIMIERZ PIŁACIŃSKI                                ;7739Z
36217911600027;FHU MINI-POL PIOTR BRZYKCY                                                                                              ;7490Z
09230615000032;MRUGOWSKI AUTO KOMPLEKSOWA OBSŁUGA POJAZDÓW ROLAND MRUGOWSKI                                                            ;4511Z
21061478000043;USŁUGI PIELĘGNIARSKIE ELŻBIETA MAJDAŃSKA                                                                                ;8690C
87110575300030;USŁUGI MEDYCZNO - PIELĘGNIARSKIE DOROTA KLABUHN                                                                         ;8690C
27763449000025;ŻYNEL-TRANS MACIEJ ŻYNEL                                                                                                ;4941Z
63076225100098;ANDRZEJ PILACZYŃSKI PRODUKCJA. HANDEL. USŁUGI. CONTIGO, PRODUKCJA. HANDEL. USŁUGI. DOBRE OKO                            ;4778Z
32091531200086;"DONER KEBAP "" SIDE-ALANYA"" ÖMER DEMIR                                                                                   ";5610A
19049306700027;Tomasz Pindelski PRZEDSIĘBIORSTWO HANDLOWE 'MARINA' DRUGA NAZWA: 'BAR STERNIK' 3.Gabinet Fizjoterapeutyczny Tomas       ;6820Z
25091544400080;INVEST-LAND Mohamad Al-Ahmad                                                                                            ;6820Z
81181945900029;Lilla Jakiel USŁUGI PIELĘGNIARSKIE                                                                                      ;8690C
01616925800052;POLOTO Damian Podolski                                                                                                  ;4511Z
59104450200037;ADAM CIESIELSKI Wynajem lokali                                                                                          ;6820Z
59104450200044;ADAM CIESIELSKI Wynajem lokali                                                                                          ;6820Z
45118039800044;"Przedsiębiorstwo Wielobranżowe""WORPOL"" Sławomir Worosilak                                                               ";4941Z
81054002800064;NIKA-SPORT  WŁODZIMIERZ BRYŁA                                                                                           ;6820Z
30062267200022;PPHU Adrian Kaczmarek                                                                                                   ;5610A
29094005000026;P.P.H.U. TINA Paweł Bujak                                                                                               ;4719Z
24076604100020;"Zakład Budowlano Instalacyjny ""INTEXPOL-Bis"" Piotr Puszczyk /ZBI ""INTEXPOL-Bis"" Piotr Puszczyk/                         ";6820Z
36226436500014;Przedsiębiorstwo Handlowo-Usługowe COMFORT DIVANI Katarzyna Cembolista                                                  ;4759Z
30080290200039;"GRACZYK WOJCIECH ""WOJT""                                                                                                 ";4520Z
00028272500107;MIEJSKA BIBLIOTEKA PUBLICZNA  PLACÓWKA FILIALNA NR 22                                                                   ;9101A
00028272500114;MIEJSKA BIBLIOTEKA PUBLICZNA  PLACÓWKA FILIALNA NR 23                                                                   ;9101A
85003348700028;GOSPODARSTWO ROLNE                                                                                                      ;0149Z
01267405400029;Rustic House Ewa Kaczanowska                                                                                            ;4778Z
01324290200024;Bogdan Kowalczyk Allcore                                                                                                ;6312Z
12256675000029;KRZYSZTOF SIKOŃ - CHRIZ                                                                                                 ;4759Z
83122779500020;"""VITRUM-TROFEA SPORTOWE"" DANIEL GOŁĘBIOWSKI,JOLANTA PIOTROWSKA                                                          ";4778Z
06038667100022;STYLIZACJA PAZNOKCI FANTAZJA ADRIANA DULNIAK                                                                            ;9602Z
12131420700029;DAWID SIKORA   PROFESSIONAL SERVICE WORK                                                                                ;4520Z
01610862400035;MIX - MAX URSZULA WIŚNIEWSKA                                                                                            ;4719Z
36319964100010;INTER-GAZ PIOTR SUSIK                                                                                                   ;4778Z
36358597600010;BIURO OBROTU NIERUCHOMOŚCIAMI ALTERNATYWA BIS TOMASZ MARSZAŁEK                                                          ;6831Z
36351942000014;Usługi Pielęgnacyjno-Pielęgniarskie Iwona Ignasiak                                                                      ;8690C
81211095800041;ARES P.H.U. Andrzej Żelichowski                                                                                         ;4719Z
24052999600049;MARZENA SALA                                                                                                            ;4711Z
35701116800049;MANHATTAN                                                                                                               ;5610A
91012800000040;"PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE ""PRALTEX"" - BOLESŁAW ULANOWSKI                                                       ";9601Z
18012182400041;SZERBUD KRYSTYNA CEGLARZ                                                                                                ;6820Z
59075009500038;USŁUGI PROJEKTOWO-BUDOWLANE  ANDRZEJ WIERZBOWSKI                                                                        ;4120Z
00084099300051;FILIA NR 4 POWIATOWEJ I MIEJSKIEJ BIBLIOTEKI PUBLICZNEJ IM. KONSTANTEGO PRUSA W RYBNIKU                                 ;9101A
00084099300090;FILIA NR 7 POWIATOWEJ I MIEJSKIEJ BIBLIOTEKI PUBLICZNEJ IM. KONSTANTEGO PRUSA W RYBNIKU                                 ;9101A
00084099300123;FILIA NR 10 POWIATOWEJ I MIEJSKIEJ BIBLIOTEKI PUBLICZNEJ IM. KONSTANTEGO PRUSA W RYBNIKU                                ;9101A
00084099300155;FILIA NR 13 POWIATOWEJ I MIEJSKIEJ BIBLIOTEKI PUBLICZNEJ IM. KONSTANTEGO PRUSA W RYBNIKU                                ;9101A
19300143200024;ZYGMUNT KOSS  STOLARSTWO                                                                                                ;1610Z
43063874100034;Gabinet Stomatologiczny Krajewska Alicja                                                                                ;6820Z
85177845600174;"GŁOWACZ JAROSŁAW F.H.U.""JARO""                                                                                           ";4759Z
36124759000015;VITA FIT BAR                                                                                                            ;5610A
36269448500014;"STUDIO FRYZUR ""Hipnoza ""Arleta Łukaszewska                                                                              ";9602Z
45110059000043;Jarosław Gutowski  UNI-KLIMA                                                                                            ;3312Z
21051149400032;ZAKŁAD STOLARSKI ALFRED LEWANDOWSKI                                                                                     ;1624Z
02081079800021;ELEKTROMAGNES JACEK KLECHA                                                                                              ;4643Z
19142151000028;ALINA TORCHALSKA HANDEL OBWOŹNY                                                                                         ;4782Z
47235407000028;"BARBARA CESONIK ""MEGAPRESS""                                                                                             ";4719Z
49082023200030;"Pośrednictwo Handlowe MAREK SCECHURA;  Wspólnik spółki cywilnej ""Remax"" s.c.; Wspólnik spółki cywilnej ""AUTOTECH"" s.c.  ";5610A
36207994600021;PHU AMA AMANDA NAPIERAŁA                                                                                                ;4711Z
18099861600033;IGOR-TRANS ANDRIY KUNITSKYI                                                                                             ;4941Z
24282445200066;Agata Sagan USŁUGI PIELĘGNIARSKIE-PIELĘGNIARSTWO OPERACYJNE                                                             ;8690C
93031861800033;"MAREK TOŁWIŃSKI ""ABC"" KIOSK SPOŻYWCZY                                                                                   ";4799Z
15140156100030;"TADEUSZ BARTELA SERWIS SILNIKÓW WYSOKOPRĘŻNYCH ""BARTELA""                                                                ";4520Z
27670780800053;"""TOMIS"" TOMASZ SZNAPKA                                                                                                  ";4778Z
27272461000049;Andrzej Nobis MINI MAX                                                                                                  ;4520Z
63967296300040;"Firma Handlowo-Usługowa ""PANDA"" Olga Pawlak                                                                             ";4719Z
51146479300039;FIRMA HANDLOWO-USŁUGOWA                                                                                                 ;4711Z
47112751400134;MR TRADE MARIUSZ ROSIAK                                                                                                 ;6820Z
87110009800032;"FIRMA HANDLOWO - USŁUGOWO - PRODUKCYJNA ""M&W"" USŁUGI MEDYCZNO - PIELĘGNIARSKIE MAŁGORZATA PEŁECH                        ";8690C
14612676500138;Firma Handlowo-Usługowa DZWONECZEK 2 Monika Banaszek                                                                    ;4711Z
12053386400020;CENTRUM MOWY I MASAŻU AGNIESZKA SZUMIEC                                                                                 ;8690E
67009372900025;BiuroMaszyny.pl                                                                                                         ;4778Z
41028590400040;SKLEP WIELOBRANŻOWY                                                                                                     ;4711Z
43116431100032;STĘPNIAK GRZEGORZ PHU                                                                                                   ;4399Z
00597089000028;WIECZOREK ROMAN                                                                                                         ;1413Z
67205426000028;BLACHARSTWO,LAKIERNICTWO,MECHANIKA SAMOCHODOWA, KOWALCZYK KRZYSZTOF                                                     ;4520Z
59072341900131;P. P. U. H Zbigniew Borek                                                                                               ;4711Z
32143996000020;"AUTO NAPRAWA ""BLACH-CAR"" SYLWESTER SZARY                                                                                ";4520Z
27805460600026;FIRMA HANDLOWO-USŁUGOWA T-G GABRYŚ TOMASZ                                                                               ;4711Z
03016077200018;MARKO SPÓŁKA JAWNA ST.B.OLĘDZCY,A.MARCZUK                                                                               ;4520Z
87172482900022;Firma NUCLEAR Maciej Grabowski                                                                                          ;9311Z
14053110500040;RAFAŁ MARKOWSKI MULTIAGENCJA                                                                                            ;6820Z
14121545800021;Wojciech Omelańczuk - Transport i Wynajem                                                                               ;9602Z
27781940300027;"""PILICH I SYN"" EKSPORT-IMPORT  ARTUR PILICH                                                                             ";8299Z
27815731200027;ALFA-REM ANDRZEJ SZTANDERA                                                                                              ;4941Z
47096357900030;PIEKARNICTWO I CUKIERNICTWO Jadwiga Jabłońska                                                                           ;5610A
10093897300058;HANAWAY Maciej Zdobych                                                                                                  ;5610A
36231894800010;MICHAŁ MAZUREK                                                                                                          ;4781Z
36206034900019;Aleksandra Dubińska                                                                                                     ;4781Z
35686778900021;"DOMINIK DUDEK ""WAŁEX""                                                                                                   ";4791Z
37001155700028;"KAZIMIERZ PÓŁCHŁOPEK U.T.H. ""ALA""                                                                                       ";4711Z
28043134900030;Firma Handlowo - Usługowa WARMIA - PLUS Tomasz Chojecki                                                                 ;1629Z
01726090800090;EURO PUNKT PRZEDSZKOLNY                                                                                                 ;8510Z
81102044300023;FHU OPTIMUM PAWEŁ WIERZCHOWIEC                                                                                          ;3832Z
16039289800028;FUNDACJA DŁONIE I SERCA                                                                                                 ;8690E
45015135400035;SKLEPIK SZKOLNY ZBIGNIEW DUDA                                                                                           ;4781Z
14690477700091;"FIRMA HANDLOWO-USŁUGOWA - ""ADM"" Andrzej Mazur                                                                           ";4711Z
01315560000246;INWEST - CITY Jarosław Mielcarz                                                                                         ;6820Z
19274107800066;Alldecor Aleksandra Pawłowska                                                                                           ;4520Z
36218822700023;ALLADYN Michał Suchorski                                                                                                ;4711Z
32059033000028;ALMAR ALICJA FISCHBACH                                                                                                  ;4719Z
35156559800037;Jakub Krasny AGENCJA TURYSTYCZNA SUN & SAND TRAVEL                                                                      ;7911A
00632728000031;"MIECZYSŁAW BRYK ""TRANS-MIET""                                                                                            ";4941Z
18095672400035;"""Pan Hilary"" Sieć Optyczna Krystian Guła                                                                                ";4778Z
20009546000021;KACZANOWSKI Jarosław Kaczanowski                                                                                        ;4941Z
01073416000033;"EKSPORT - IMPORT ""IMEZA"" Zbigniew Jędrzejczyk                                                                           ";6820Z
35143633000020;PASTELLO                                                                                                                ;5610A
12075961100033;GRZEGORZ ŁABUZEK                                                                                                        ;4511Z
27690974200029;GRZELAK ANDRZEJ FIRMA TRANSPORTOWO-USŁUGOWO-HANDLOWA                                                                    ;5210B
35683960000038;"ŁUKASZ BARTOSIK SKLEP SPOŻYWCZO - PRZEMYSŁOWO - MONOPOLOWY ""BARTEK""                                                     ";4711Z
14191060300024;TONIO Antoni Stankiewicz                                                                                                ;6820Z
00028272500067;MIEJSKA BIBLIOTEKA PUBLICZNA  PLACÓWKA FILIALNA NR 12                                                                   ;9101A
12098177500024;KRZYSZTOF BOREK   BBZ POLSKA                                                                                            ;1812Z
02128338400026;PAWEŁ BOBER PRACOWNIA ARCHITEKTURY                                                                                      ;6831Z
36214478000013;"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""OSTRZEY"" MATEUSZ KWIATKOWSKI                                                            ";9602Z
36217911600010;FHU MINI-POL PIOTR BRZYKCY                                                                                              ;7490Z
36204939400019;ART-GAZ ARTUR NAWROCKI                                                                                                  ;4778Z
14183966700060;OSKAR KURBIEKO                                                                                                          ;8690C
36099164100026;"""STOLMAT"" Mateusz Podgórski                                                                                             ";3315Z
31150798800056;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA WAWRZYNIAK MARIOLA P.U.H. MARIOLA WAWRZYNIAK                                        ;8690C
23091955800087;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA STAWOWA KRYSTYNA                                                                    ;8690C
24322750500020;"KRYSTYNA GAIK ""ABACO""                                                                                                   ";5610A
36224487100017;"1. Owocowy Raj Oliwia Łusiak; 2. Wspólnik spółki cywilnej Owocowy Raj Oliwia Łusiak; 3. Wspólnik Spółki Cywilnej Owocowy";5610A
01162610700041;"Jan Wodecki, P.P.H.U. ""FALCON"" S.C.                                                                                     ";6820Z
24290108100049;BEL-MED Indywidualna Praktyka Pielęgniarska BEATA LANGER                                                                ;8690C
24043504800027;STARMAX MAKSYM STAROWIEROW                                                                                              ;4719Z
30076985000020;"KOMFORTOWE PRZEWOZY PASAŻERSKIE ""BUSTOURIST"" S.C. WIOLETA, MIROSŁAW ŁUKASZEWSCY                                         ";4939Z
12248481600033;Marcin Kozera FUTUREMED                                                                                                 ;4778Z
59056641100022;OMEGA-MAŁGORZATA GOTWALD                                                                                                ;4520Z
51139350900056;"FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA ""ŁUKASZEK"" ŁUKASZ NOWAK                                                             ";4711Z
33143751600039;"PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""DIL"" Przemysław Bartkowski                                                          ";5610A
36062452300065;Grzegorz Wieszołek                                                                                                      ;6820Z
24029054900024;SURF POINT DORIAN KRZYSTANEK                                                                                            ;9319Z
01205771700026;"Zakład Produkcyjno Handlowy ""Dynawid"" Jan Widlicki                                                                      ";2229Z
12026203000028;BARTOSZ GOŁDYN                                                                                                          ;1812Z
67093865800023;DROGOWY TRANSPORT TOWAROWY                                              POLSPED Gwiazdoń Włodzimierz                    ;4941Z
63080417900038;ADMINISTRACJA DOMU RYSZARD CHWIAŁKOWSKI                                                                                 ;4399Z
53246300100074;ALL-SPA Marcin Malski                                                                                                   ;4399Z
14207393100085;EG AGENCY Ewa Sitarek                                                                                                   ;4719Z
57022397400078;SKLEP SPOŻYWCZO-PRZEMYSŁOWY                                                                                             ;4711Z
81123168300063;TOMASZ ADAM BUCZKOWSKI                                                                                                  ;4781Z
23002661300026;PARAFIA EWANGELICKO-AUGSBURSKA WANG  ORA ET LABORA                                                                      ;6820Z
02245399000039;CELINA CHOJNACKA, FRYZJERSTWO DAMSKIE                                                                                   ;9602Z
53093740000029;Sobota Krzysztof Sklep Ogólno - Spożywczy                                                                               ;4711Z
30272660200040;TRANSFORMERS TOBIASZ DZIURDZIEWSKI                                                                                      ;8551Z
47012608500060;ROXANA RENATA RUDZIŃSKA                                                                                                 ;1413Z
24279394100028;"Tomasz Krawczyk  Przedsiębiorstwo Handlowo-Usługowe i Transport "" KRAFT""                                                ";4941Z
27604984800027;Firma Handlowo-Usługowa Wojciech Kwak                                                                                   ;4711Z
14662202700022;Piotr Borkowski Piweta                                                                                                  ;4791Z
18081253400038;Samodzielny Publiczny Zakład Opieki Zdrowotnej MSW Rzeszów                                                              ;8690C
93114689800030;ELŻBIETA BIELAK FOTO-MASTER SKLEP FOTOGRAFICZNY, KOMIS SPRZĘTU FOTO-VIDEO                                               ;7420Z
13078369400090;"KAPUŚCIŃSKA LIDIA Zakład Małej Gastronomii  ""W zapiecku""                                                                ";5610A
36354901200024;House Company Karol Gałązka                                                                                             ;4520Z
69036785500014;SKLEP SPOŻYWCZO-PRZEMYSŁOWY SITO JERZY                                                                                  ;4711Z
08010404200048;"Skup i Sprzedaż Sprzętu Rehabilitacyjno-Ortopedycznego ,,CUPRUM"" Przemysław Dobrzański.                                 ";4791Z
02116289300079;"Przedsiębiorstwo Handlowo-Usługowe ""FADO"" Krzysztof Grochowicz                                                          ";4711Z
36056222000037;AUTO-WYDECH Katarzyna Ludka                                                                                             ;4531Z
23025711700062;SKLEP ARKADIA JADWIGA ZALESZCZYK                                                                                        ;4711Z
36225006700013;Izabela Olejek                                                                                                          ;4719Z
43045263403243; STOKROTKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ                                                                      ;4711Z
36219825000016;"F.H. ""DANIEL"" Jan Plak                                                                                                  ";5610A
30106761700056;PAULINA BIERNAT PAULA                                                                                                   ;5610A
06001944100022;"Lewczuk Piotr, ""OLIMPIC""                                                                                                ";8551Z
61101619800020;CENTRUM BADAŃ PSYCHOLOGICZNYCH JÓZEF CHOWANIEC                                                                          ;8690E
63123829100021;USŁUGI RADIOLOGICZNE JOLANTA CZAPRACKA                                                                                  ;8690E
83011153000023;USŁUGI TRANSPORTOWE MAŁGORZATA ŁAGÓD                                                                                    ;4941Z
04003865500110;"CENTRUM PIELĘGNIARSTWA RODZINNEGO ""CARITAS"" ARCHIDIECEZJI PRZEMYSKIEJ W BUKOWSKU                                        ";8690C
69001320600050;PRZEDSIĘBIORSTWO PRODUKCYJNO HANDLOWE MARKETCHEM - Łoś Marian                                                           ;6820Z
23046459500049;PRACOWNIA PSYCHOTERAPII PSYCHODYNAMICZNEJ JOANNA MAŁECKA                                                                ;8690E
05043972500030;GOSPODARSTWO ROLNE JANUSZ KUSAK                                                                                         ;0119Z
43214499000059;BIURO WYCENY NIERUCHOMOŚCI SŁAWOMIR DROZD                                                                               ;6831Z
25077797600040;Carlo 1                                                                                                                 ;4941Z
01270862300020;Przemysław Tomaszewski                                                                                                  ;5610A
36326738300010;BREKO Robert Głogowski                                                                                                  ;4941Z
34068098000046;"ŁUKASZ ZAJĄCZKOWSKI ""ELEKTROZET"" HURTOWNIA ELEKTRYCZNA                                                                  ";4643Z
36180705900019;Przedsiębiorstwo Handlowo- Usługowe BERNADETTA WOJCIECHOWSKA                                                            ;4789Z
30016010200022;KODAK BIS S.C. ROMANA HOHENSEE PIOTR WALACHOWSKI                                                                        ;7420Z
30246772100026;Twoje Zdrowie Maciej Zdunek                                                                                             ;8690A
20081056600026;PIOTRANS PIOTR ZALEWSKI                                                                                                 ;4941Z
07004438800035;"RASZKA ANDRZEJ FIRMA USŁUGOWA ""SKAŁKA"" Nazwa skrócona : F.U. SKAŁKA                                                     ";5610B
22000051500035;ROCKDAM DAMIAN KŁOS                                                                                                     ;5610A
81032545900026;"""USŁUGI MOTORYZACYJNE - KRAKSA -CZESŁAW MEJSNER""                                                                        ";4520Z
81109718000105;TOMPLAST TOMASZ KAZIMIERZ NIEŻYCHOWSKI                                                                                  ;4711Z
81267184600035;ZAKŁAD PROJEKTOWO USŁUGOWY STEJAX RAFAŁ GÓRKA                                                                           ;2223Z
14038045100116;GLOB INTEGRAL Grzegorz Całka                                                                                            ;5229C
27214476800045;"Józefa Mucha Firma Handlowa ""NIKOS""                                                                                     ";4711Z
14602583400059;CALIPSO II S.C. MONIKA I SEWERYN CIESIELSCY                                                                             ;4711Z
49051214000039;"MĄDRY TERESA Karczma Regionalna ""Biały Potok""                                                                           ";5610A
14242790300136;MAREK PRZYBOREK  PERFECT PARTNERS                                                                                       ;4778Z
47148411900063;F.H.P. FUGET ANDRZEJ TYMIŃSKI                                                                                           ;4932Z
37040354700020;GOSPODARSTWO ROLNE                                                                                                      ;0119Z
30092229100020;"LIDIA JANKOWSKA-JASKULSKA ""AUTO - LID""                                                                                  ";4531Z
25164982600063;ADIEL Piotr Uniejewski                                                                                                  ;8690E
24041416400029;ALICJA GRZYBEK SPRZEDAŻ HURTOWA I DETALICZNA                                                                            ;4781Z
14188141600024;FUNDACJA RÓŻOWA KONWALIA IMIENIA PROFESORA JANA ZIELIŃSKIEGO                                                            ;8690E
36112182400020;1.ATELIER PIĘKNOŚCI BIS AGATA STEINHOF2.AGATA STEINHOF                                                                  ;6820Z
00402045900047;PEDAGOGICZNA BIBLIOTEKA WOJEWÓDZKA W KROŚNIE FILIA W LESKU                                                              ;9101A
36208525000017;DOROTA PASTUSIAK                                                                                                        ;4711Z
24347609400029;BZK Consulting  Borys Woźniakowski                                                                                      ;6499Z
36306081900027;PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE DAGMARA WROCZYŃSKA                                                                   ;4711Z
97120872800022;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA BARBARA PRZYBYŁA                                                                    ;8690C
41143469000027;"RADOSŁAW PAWLAK Firma Handlowo-Usługowa ""RADEX""                                                                         ";4719Z
73034686800047;"Przedsiębiorstwo Handlowo-Usługowe ""SUPERMARKET"" Ewa Wilk                                                               ";4759Z
32082114300033;AGNIESZKA KOMINEK                                                                                                       ;4719Z
08117338700037;IKAS AGNIESZKA SAWCZUK                                                                                                  ;4778Z
36234685000017;GABINET PODOLOGICZNO-KOSMETYCZNY BOGNA ZAWADA                                                                           ;8690D
36211626800030;MAGDALENA DRYHUSZ                                                                                                       ;8690C
24082208700169;Nexfort Grzegorz Sztanderski                                                                                            ;8299Z
30000685500021;EWA SZYSZKA                                                                                                             ;5610B
43095890200042;"""MEBGAL"" S.LALAK SPÓŁKA JAWNA                                                                                           ";4759Z
45016431600086;"FIRMA WIELOBRANŻOWA ""MEK"" DARIUSZ GRODZKI                                                                               ";4779Z
93266934500025;TM Druk DRUKARNIA Małgorzata Pastuszka                                                                                  ;1812Z
