id;nazwa;zadania;kod;zadania_en
4763;Sprzedaż detaliczna sprzętu sportowego;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet artykułów sportowych, włączając sprzęt wędkarski, broń i amunicję, artykuły kempingowe i tym podobne, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet łodzi,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet rowerów, w tym rowerów elektrycznych, jednokołowców, hoverboardów, hulajnóg, segwayów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet specjalistycznego obuwia sportowego, na przykład butów piłkarskich, łyżew, butów narciarskich, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet specjalistycznego sprzętu sportowego, odzieży do jazdy na nartach, sztuk walki, baletu i tym podobnych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet spadochronów, namiotów, śpiworów i tym podobnych.;47.63; retail sale of sports goods, including fishing gear, weapons and ammunitions, camping goods, etc..retail sale of boats.retail sale of bicycles, including e-bikes, mono wheels, hover boards, kick scooters, Segway's.retail sale of special footwear for sports, e.g. football shoes, ice skates, ski boots.retail sale of special sports equipment clothes for skiing, martial arts, ballet etc..retail sale of parachutes, tents, sleeping bags etc.. 
4763;Sprzedaż detaliczna sprzętu sportowego;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami artykułów sportowych, włączając sprzęt wędkarski, broń i amunicję, artykuły kempingowe i tym podobne,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami łodzi,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami rowerów, w tym rowerów elektrycznych, jednokołowców, hoverboardów, hulajnóg, segwayów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami specjalistycznego obuwia sportowego, na przykład butów piłkarskich, łyżew, butów narciarskich,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami specjalistycznego sprzętu sportowego, odzieży do jazdy na nartach, sztuk walki, baletu i tym podobnych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami spadochronów, namiotów, śpiworów i tym podobnych.;47.63; retail sale of sports goods, including fishing gear, weapons and ammunitions, camping goods, etc..retail sale of boats.retail sale of bicycles, including e-bikes, mono wheels, hover boards, kick scooters, Segway's.retail sale of special footwear for sports, e.g. football shoes, ice skates, ski boots.retail sale of special sports equipment clothes for skiing, martial arts, ballet etc..retail sale of parachutes, tents, sleeping bags etc.. 
4764;Sprzedaż detaliczna gier i zabawek;sprzedaż detaliczna prowadzona na straganach i targowiskach gier i zabawek wykonanych ze wszystkich materiałów, sprzedaż detaliczna prowadzona na straganach i targowiskach artykułów imprezowych na przykład masek, upominków imprezowych (kotyliony, dowcipy i tym podobne), magicznych przedmiotów, sprzedaż detaliczna prowadzona na straganach i targowiskach zabawkowych dronów.;47.64; retail sale of games and toys, made of all materials.retail sale of party supplies, e.g. masks, party favour (cotillions, jokes, etc.), magic items. This class also includes:  retail sale of toy drones
4764;Sprzedaż detaliczna gier i zabawek;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet gier i zabawek wykonanych ze wszystkich materiałów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet artykułów imprezowych na przykład masek, upominków imprezowych (kotyliony, dowcipy i tym podobne), magicznych przedmiotów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet zabawkowych dronów.;47.64; retail sale of games and toys, made of all materials.retail sale of party supplies, e.g. masks, party favour (cotillions, jokes, etc.), magic items. This class also includes:  retail sale of toy drones
4764;Sprzedaż detaliczna gier i zabawek;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami gier i zabawek wykonanych ze wszystkich materiałów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami artykułów imprezowych na przykład masek, upominków imprezowych (kotyliony, dowcipy i tym podobne), magicznych przedmiotów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami zabawkowych dronów.;47.64; retail sale of games and toys, made of all materials.retail sale of party supplies, e.g. masks, party favour (cotillions, jokes, etc.), magic items. This class also includes:  retail sale of toy drones
4769;Sprzedaż detaliczna wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowana;Sprzedaż detaliczna instrumentów muzycznych, nut i związanych z nimi akcesoriów, na przykład strun, statywów muzycznych, metronomów,;47.69; retail sale of cultural and recreational goods not elsewhere classified:  retail sale of recorded media.retail sale of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes.retail sale of philately, numismatics and collectorsâ€™ items, e.g. stamps and coins.activities of commercial art galleries. This class also includes:  retail sale of art supplies, including beads, clay, canvasses, oil and water colours etc.
4769;Sprzedaż detaliczna wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowana;Sprzedaż detaliczna artykułów filatelistycznych, numizmatycznych i kolekcjonerskich, na przykład znaczków i monet, działalność komercyjnych galerii sztuki, Sprzedaż detaliczna artykułów artystycznych, w tym koralików, gliny, płócien, farb olejnych i akwarelowych i tym podobnych.;47.69; retail sale of cultural and recreational goods not elsewhere classified:  retail sale of recorded media.retail sale of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes.retail sale of philately, numismatics and collectorsâ€™ items, e.g. stamps and coins.activities of commercial art galleries. This class also includes:  retail sale of art supplies, including beads, clay, canvasses, oil and water colours etc.
4769;Sprzedaż detaliczna wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowana;sprzedaż detaliczną za pośrednictwem straganów i targowisk wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowanych: zapisanych nośników informacji, instrumentów muzycznych, nut i związanych z nimi akcesoriów, na przykład strun, statywów muzycznych, metronomów, artykułów filatelistycznych, numizmatycznych i kolekcjonerskich, na przykład znaczków i monet, artykułów artystycznych, w tym koralików, gliny, płócien, farb olejnych i akwarelowych i tym podobnych.;47.69; retail sale of cultural and recreational goods not elsewhere classified:  retail sale of recorded media.retail sale of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes.retail sale of philately, numismatics and collectorsâ€™ items, e.g. stamps and coins.activities of commercial art galleries. This class also includes:  retail sale of art supplies, including beads, clay, canvasses, oil and water colours etc.
4769;Sprzedaż detaliczna wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowana;sprzedaż detaliczną wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowanych: zapisanych nośników informacji, instrumentów muzycznych, nut i związanych z nimi akcesoriów, na przykład strun, statywów muzycznych, metronomów, artykułów filatelistycznych, numizmatycznych i kolekcjonerskich, na przykład znaczków i monet, artykułów artystycznych, w tym koralików, gliny, płócien, farb olejnych i akwarelowych i tym podobnych.;47.69; retail sale of cultural and recreational goods not elsewhere classified:  retail sale of recorded media.retail sale of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes.retail sale of philately, numismatics and collectorsâ€™ items, e.g. stamps and coins.activities of commercial art galleries. This class also includes:  retail sale of art supplies, including beads, clay, canvasses, oil and water colours etc.
4769;Sprzedaż detaliczna wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowana;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów związanych z kulturą i rekreacją, gdzie indziej niesklasyfikowanych: zapisanych nośników informacji, instrumentów muzycznych, nut i związanych z nimi akcesoriów, na przykład strun, statywów muzycznych, metronomów, artykułów filatelistycznych, numizmatycznych i kolekcjonerskich, na przykład znaczków i monet, artykułów artystycznych, w tym koralików, gliny, płócien, farb olejnych i akwarelowych i tym podobnych.;47.69; retail sale of cultural and recreational goods not elsewhere classified:  retail sale of recorded media.retail sale of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes.retail sale of philately, numismatics and collectorsâ€™ items, e.g. stamps and coins.activities of commercial art galleries. This class also includes:  retail sale of art supplies, including beads, clay, canvasses, oil and water colours etc.
4771;Sprzedaż detaliczna odzieży;sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów odzieżowych, w tym bielizny, sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów futrzarskich, sprzedaż detaliczna prowadzona na straganach i targowiskach dodatków odzieżowych, na przykład rękawiczek, krawatów, szelek, sprzedaż detaliczna prowadzona na straganach i targowiskach odzieży roboczej, mundurów, przebrań, kostiumów karnawałowych.;47.71; retail sale of articles of clothing, including underwear.retail sale of articles of fur.retail sale of clothing accessories, e.g. gloves, ties, braces. This class also includes:  retail sale of work clothes, uniforms, disguises, carnival costumes etc.
4771;Sprzedaż detaliczna odzieży;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów odzieżowych, w tym bielizny, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów futrzarskich, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet dodatków odzieżowych, na przykład rękawiczek, krawatów, szelek, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet odzieży roboczej, mundurów, przebrań, kostiumów karnawałowych;47.71; retail sale of articles of clothing, including underwear.retail sale of articles of fur.retail sale of clothing accessories, e.g. gloves, ties, braces. This class also includes:  retail sale of work clothes, uniforms, disguises, carnival costumes etc.
4771;Sprzedaż detaliczna odzieży;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów odzieżowych, w tym bielizny,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów futrzarskich,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami dodatków odzieżowych, na przykład rękawiczek, krawatów, szelek,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami odzieży roboczej, mundurów,przebrań, kostiumów karnawałowych;47.71; retail sale of articles of clothing, including underwear.retail sale of articles of fur.retail sale of clothing accessories, e.g. gloves, ties, braces. This class also includes:  retail sale of work clothes, uniforms, disguises, carnival costumes etc.
4772;Sprzedaż detaliczna obuwia i wyrobów skórzanych;sprzedaż detaliczna prowadzona na straganach i targowiskach obuwia, sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów ze skóry, sprzedaż detaliczna prowadzona na straganach i targowiskach przyborów podróżnych ze skóry i jej substytutów.;47.72; retail sale of footwear.retail sale of leather goods.retail sale of travel accessories of leather and leather substitutes. 
4772;Sprzedaż detaliczna obuwia i wyrobów skórzanych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet obuwia,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów ze skóry, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet przyborów podróżnych ze skóry i jej substytutów;47.72; retail sale of footwear.retail sale of leather goods.retail sale of travel accessories of leather and leather substitutes. 
4772;Sprzedaż detaliczna obuwia i wyrobów skórzanych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami obuwia,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów ze skóry,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami przyborów podróżnych ze skóry i jej substytutów;47.72; retail sale of footwear.retail sale of leather goods.retail sale of travel accessories of leather and leather substitutes. 
4773;Sprzedaż detaliczna wyrobów farmaceutycznych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów farmaceutycznych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet leków weterynaryjnych,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet produktów homeopatycznych i leków bez recepty, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet ziołowych produktów leczniczych i preparatów ziołowych.;47.73; retail sale of pharmaceuticals.retail sale of veterinary medicine. This class also includes:  retail sale of homeopathic products and medicines without prescription.retail sale of herbal medicinal products and herbal remedies
4774;Sprzedaż detaliczna wyrobów medycznych i ortopedycznych; sprzedaż detaliczną  okularów korekcyjnych, soczewek i okularów przeciwsłonecznych,;47.74; retail sale of corrective glasses, lenses and sunglasses.retail sale of hearing aids.retail sale of orthopaedic footwear.retail sale of crutches and wheelchairs.retail sale of orthopaedic prostheses.retail sale of cervical collars and corsets.retail sale of elastocompressive products, e.g. elastic stockings, sleeves. This class also includes:  retail sale of non-corrective sunglasses
4774;Sprzedaż detaliczna wyrobów medycznych i ortopedycznych;sprzedaż detaliczna prowadzona na straganach i targowiskach okularów korekcyjnych, soczewek i okularów przeciwsłonecznych, sprzedaż detaliczna prowadzona na straganach i targowiskach aparatów słuchowych, sprzedaż detaliczna prowadzona na straganach i targowiskach obuwia ortopedycznego, sprzedaż detaliczna prowadzona na straganach i targowiskach kul i wózków inwalidzkich, sprzedaż detaliczna prowadzona na straganach i targowiskach protez ortopedycznych, sprzedaż detaliczna prowadzona na straganach i targowiskach kołnierzy ortopedycznych i gorsetów, sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów elastokompresyjnych, na przykład elastycznych pończoch, rękawów, sprzedaż detaliczna prowadzona na straganach i targowiskach niekorekcyjnych okularów przeciwsłonecznych.;47.74; retail sale of corrective glasses, lenses and sunglasses.retail sale of hearing aids.retail sale of orthopaedic footwear.retail sale of crutches and wheelchairs.retail sale of orthopaedic prostheses.retail sale of cervical collars and corsets.retail sale of elastocompressive products, e.g. elastic stockings, sleeves. This class also includes:  retail sale of non-corrective sunglasses
4774;Sprzedaż detaliczna wyrobów medycznych i ortopedycznych;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet okularów korekcyjnych, soczewek i okularów przeciwsłonecznych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet aparatów słuchowych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet obuwia ortopedycznego, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet kul i wózków inwalidzkich, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet protez ortopedycznych, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet kołnierzy ortopedycznych i gorsetów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet wyrobów elastokompresyjnych, na przykład elastycznych pończoch, rękawów, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet niekorekcyjnych okularów przeciwsłonecznych;47.74; retail sale of corrective glasses, lenses and sunglasses.retail sale of hearing aids.retail sale of orthopaedic footwear.retail sale of crutches and wheelchairs.retail sale of orthopaedic prostheses.retail sale of cervical collars and corsets.retail sale of elastocompressive products, e.g. elastic stockings, sleeves. This class also includes:  retail sale of non-corrective sunglasses
4774;Sprzedaż detaliczna wyrobów medycznych i ortopedycznych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami okularów korekcyjnych, soczewek i okularów przeciwsłonecznych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami aparatów słuchowych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami obuwia ortopedycznego,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami kul i wózków inwalidzkich,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami protez ortopedycznych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami kołnierzy ortopedycznych i gorsetów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów elastokompresyjnych, na przykład elastycznych pończoch, rękawów,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami niekorekcyjnych okularów przeciwsłonecznych;47.74; retail sale of corrective glasses, lenses and sunglasses.retail sale of hearing aids.retail sale of orthopaedic footwear.retail sale of crutches and wheelchairs.retail sale of orthopaedic prostheses.retail sale of cervical collars and corsets.retail sale of elastocompressive products, e.g. elastic stockings, sleeves. This class also includes:  retail sale of non-corrective sunglasses
4775;Sprzedaż detaliczna kosmetyków i artykułów toaletowych;sprzedaż detaliczną perfum, kosmetyków, artykułów toaletowych, środków higieny osobistej i tym podobnych.;47.75; retail sale of perfumery, cosmetic, toiletries, personal care products etc.. 
4775;Sprzedaż detaliczna kosmetyków i artykułów toaletowych;sprzedaż detaliczną perfum, kosmetyków, artykułów toaletowych, środków higieny osobistej i tym podobnych.;47.75; retail sale of perfumery, cosmetic, toiletries, personal care products etc.. 
4775;Sprzedaż detaliczna kosmetyków i artykułów toaletowych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami perfum, kosmetyków, artykułów toaletowych, środków higieny osobistej i tym podobnych.;47.75; retail sale of perfumery, cosmetic, toiletries, personal care products etc.. 
4776;Sprzedaż detaliczna kwiatów, roślin, nawozów, żywych zwierząt domowych i karmy dla zwierząt domowych;sprzedaż detaliczna prowadzona na straganach i targowiskach nawozów i środków ochrony roślin, sprzedaż detaliczna prowadzona na straganach i targowiskach zwierząt domowych i artykułów dla zwierząt domowych, sprzedaż detaliczna prowadzona na straganach i targowiskach karmy dla zwierząt domowych i innych zwierząt trzymanych w domu dla przyjemności, na przykład kur, koni, sprzedaż detaliczna prowadzona na straganach i targowiskach artykułów toaletowych, higienicznych i tym podobnych dla zwierząt domowych.;47.76; retail sale of fertilisers and plant protection products.retail sale of pets and articles for pets.retail sale of food for pets and other animals kept at home for pleasure, e.g. chickens, horses. This class also includes:  retail sale of toiletries, hygiene products, etc. for pet animals
4776;Sprzedaż detaliczna kwiatów, roślin, nawozów, żywych zwierząt domowych i karmy dla zwierząt domowych; sprzedaż detaliczną: nawozów i środków ochrony roślin, zwierząt domowych i artykułów dla zwierząt domowych, karmy dla zwierząt domowych i innych zwierząt trzymanych w domu dla przyjemności, na przykład kur, koni, artykułów toaletowych, higienicznych i tym odobnych dla zwierząt domowych.;47.76; retail sale of fertilisers and plant protection products.retail sale of pets and articles for pets.retail sale of food for pets and other animals kept at home for pleasure, e.g. chickens, horses. This class also includes:  retail sale of toiletries, hygiene products, etc. for pet animals
4776;Sprzedaż detaliczna kwiatów, roślin, nawozów, żywych zwierząt domowych i karmy dla zwierząt domowych;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami nawozów i środków ochrony roślin,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami zwierząt domowych i artykułów dla zwierząt domowych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami karmy dla zwierząt domowych i innych zwierząt trzymanych w domu dla przyjemności, na przykład kur, koni,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami artykułów toaletowych, higienicznych i tym podobnych dla zwierząt domowych.;47.76; retail sale of fertilisers and plant protection products.retail sale of pets and articles for pets.retail sale of food for pets and other animals kept at home for pleasure, e.g. chickens, horses. This class also includes:  retail sale of toiletries, hygiene products, etc. for pet animals
4777;Sprzedaż detaliczna zegarków i biżuterii;sprzedaż detaliczna prowadzona na straganach i targowiskach zegarków i biżuterii, sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów ze srebra;47.77;This class also includes:  retail sale of silverware articles
4777;Sprzedaż detaliczna zegarków i biżuterii; sprzedaż detaliczna zegarków i biżuterii prowadzona za pośrednictwem domów sprzedaży wysyłkowej lub za pośrednictwem Internetu, sprzedaż detaliczna prowadzona za pośrednictwem domów sprzedaży wysyłkowej lub za pośrednictwem Internetu wyrobów ze srebra;47.77;This class also includes:  retail sale of silverware articles
4777;Sprzedaż detaliczna zegarków i biżuterii;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami zegarków i biżuterii,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami  wyrobów ze srebra;47.77;This class also includes:  retail sale of silverware articles
4778;Sprzedaż detaliczna pozostałych nowych wyrobów; Sprzedaż detaliczna sprzętu fotograficznego, i precyzyjnego, Sprzedaż detaliczna sprzętu optycznego z wyłączeniem okularów i soczewek, na przykład teleskopów, mikroskopów, lornetek, Sprzedaż detaliczna oleju opałowego do użytku domowego, gazu w butlach, węgla i drewna opałowego, peletu z drewna lub biomasy,Sprzedaż detaliczna opakowań, wyrobów pogrzebowych i cmentarnych, na przykład urn, nagrobków, Sprzedaż detaliczna sztucznej biżuterii, Sprzedaż detaliczna środków czyszczących, na przykład detergentów, gąbek, Sprzedaż detaliczna pamiątek, wyrobów rzemieślniczych i artykułów religijnych, Sprzedaż detaliczna produktów innych niż żywnościowe, gdzie indziej niesklasyfikowanych, Sprzedaż detaliczna sztucznych kwiatów i roślin.;47.78; retail sale of photographic, and precision equipment.retail sale of optical equipment, excluding spectacles and lenses, e.g. telescopes, microscopes, binoculars.retail sale of household fuel oil, bottled gas, coal and fuel wood, pellets of wood or biomass.retail sale of packaging articles.retail sale of funeral and cemetery articles, e.g. urns, tombstones.retail sale of imitation jewellery.retail sale of cleaning products, e.g. detergents, sponges.retail sale of souvenirs, craftwork and religious articles.retail sale of non-food products n.e.c.. This class also includes:  retail sale of artificial flowers and plants
4778;Sprzedaż detaliczna pozostałych nowych wyrobów;sprzedaż detaliczna prowadzona na straganach i targowiskach sprzętu fotograficznego, i precyzyjnego, sprzedaż detaliczna prowadzona na straganach i targowiskach sprzętu optycznego z wyłączeniem okularów i soczewek, na przykład teleskopów, mikroskopów, lornetek, sprzedaż detaliczna prowadzona na straganach i targowiskach oleju opałowego do użytku domowego, gazu w butlach, węgla i drewna opałowego, peletu z drewna lub biomasy,sprzedaż detaliczna prowadzona na straganach i targowiskach opakowań, sprzedaż detaliczna prowadzona na straganach i targowiskach wyrobów pogrzebowych i cmentarnych, na przykład urn, nagrobków, sprzedaż detaliczna prowadzona na straganach i targowiskach sztucznej biżuterii, sprzedaż detaliczna prowadzona na straganach i targowiskach środków czyszczących, na przykład detergentów, gąbek,sprzedaż detaliczna prowadzona na straganach i targowiskach  pamiątek, wyrobów rzemieślniczych i artykułów religijnych, sprzedaż detaliczna prowadzona na straganach i targowiskach produktów innych niż żywnościowe, gdzie indziej niesklasyfikowanych, sprzedaż detaliczna prowadzona na straganach i targowiskach sztucznych kwiatów i roślin.;47.78; retail sale of photographic, and precision equipment.retail sale of optical equipment, excluding spectacles and lenses, e.g. telescopes, microscopes, binoculars.retail sale of household fuel oil, bottled gas, coal and fuel wood, pellets of wood or biomass.retail sale of packaging articles.retail sale of funeral and cemetery articles, e.g. urns, tombstones.retail sale of imitation jewellery.retail sale of cleaning products, e.g. detergents, sponges.retail sale of souvenirs, craftwork and religious articles.retail sale of non-food products n.e.c.. This class also includes:  retail sale of artificial flowers and plants
4778;Sprzedaż detaliczna pozostałych nowych wyrobów;Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet: sprzętu fotograficznego, i precyzyjnego, sprzętu optycznego z wyłączeniem okularów i soczewek, na przykład teleskopów, mikroskopów, lornetek, oleju opałowego do użytku domowego, gazu w butlach, węgla i drewna opałowego, peletu z drewna lub biomasy, opakowań, wyrobów pogrzebowych i cmentarnych, na przykład urn, nagrobków, sztucznej biżuterii, środków czyszczących, na przykład detergentów, gąbek, pamiątek, wyrobów rzemieślniczych i artykułów religijnych, produktów innych niż żywnościowe, gdzie indziej niesklasyfikowanych, sztucznych kwiatów i roślin;47.78; retail sale of photographic, and precision equipment.retail sale of optical equipment, excluding spectacles and lenses, e.g. telescopes, microscopes, binoculars.retail sale of household fuel oil, bottled gas, coal and fuel wood, pellets of wood or biomass.retail sale of packaging articles.retail sale of funeral and cemetery articles, e.g. urns, tombstones.retail sale of imitation jewellery.retail sale of cleaning products, e.g. detergents, sponges.retail sale of souvenirs, craftwork and religious articles.retail sale of non-food products n.e.c.. This class also includes:  retail sale of artificial flowers and plants
4778;Sprzedaż detaliczna pozostałych nowych wyrobów;Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami sprzętu fotograficznego, i precyzyjnego,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami sprzętu optycznego z wyłączeniem okularów i soczewek, na przykład teleskopów, mikroskopów, lornetek,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami oleju opałowego do użytku domowego, gazu w butlach, węgla i drewna opałowego, peletu z drewna lub biomasy,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami opakowań,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami wyrobów pogrzebowych i cmentarnych, na przykład urn, nagrobków,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami sztucznej biżuterii,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami środków czyszczących, na przykład detergentów, gąbek,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami pamiątek, wyrobów rzemieślniczych i artykułów religijnych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami produktów innych niż żywnościowe, gdzie indziej niesklasyfikowanych,Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami sztucznych kwiatów i roślin;47.78; retail sale of photographic, and precision equipment.retail sale of optical equipment, excluding spectacles and lenses, e.g. telescopes, microscopes, binoculars.retail sale of household fuel oil, bottled gas, coal and fuel wood, pellets of wood or biomass.retail sale of packaging articles.retail sale of funeral and cemetery articles, e.g. urns, tombstones.retail sale of imitation jewellery.retail sale of cleaning products, e.g. detergents, sponges.retail sale of souvenirs, craftwork and religious articles.retail sale of non-food products n.e.c.. This class also includes:  retail sale of artificial flowers and plants
4779;Sprzedaż detaliczna artykułów używanych;sprzedaż detaliczna używanych książek w sklepach, sprzedaż detaliczna antyków w sklepach, sprzedaż detaliczna pozostałych towarów używanych w sklepach, sprzedaż detaliczna odzieży używanej w sklepach,;47.79; retail sale of second-hand books.retail sale of antiques.retail sale of second-hand clothes.retail sale of second-hand furniture.retail sale of second-hand household appliances.retail sale of other second-hand goods. 
4779;Sprzedaż detaliczna artykułów używanych;sprzedaż detaliczna prowadzona na straganach i targowiskach używanych tekstyliów i odzieży;47.79; retail sale of second-hand books.retail sale of antiques.retail sale of second-hand clothes.retail sale of second-hand furniture.retail sale of second-hand household appliances.retail sale of other second-hand goods. 
4779;Sprzedaż detaliczna artykułów używanych;sprzedaż detaliczna za pośrednictwem straganów i targowisk : używanych książek, antyków, odzieży używanej, mebli używanych, używanego sprzętu użytku domowego, pozostałych artykułów używanych.;47.79; retail sale of second-hand books.retail sale of antiques.retail sale of second-hand clothes.retail sale of second-hand furniture.retail sale of second-hand household appliances.retail sale of other second-hand goods. 
4779;Sprzedaż detaliczna artykułów używanych; Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet używanych książek, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet antyków, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet odzieży używanej, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet mebli używanych,Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet używanego sprzętu użytku domowego, Sprzedaż detaliczna prowadzona przez domy sprzedaży wysyłkowej lub Internet pozostałych artykułów używanych;47.79; retail sale of second-hand books.retail sale of antiques.retail sale of second-hand clothes.retail sale of second-hand furniture.retail sale of second-hand household appliances.retail sale of other second-hand goods. 
